epoch,step,train/av2/brier_fde,train/av2/minADE6,train/av2/minFDE6,train/av2/miss_rate,train/brier_fde,train/minADE6,train/minFDE6,train/miss_rate,train/nuscenes/brier_fde,train/nuscenes/minADE6,train/nuscenes/minFDE6,train/nuscenes/miss_rate,train/waymo/brier_fde,train/waymo/minADE6,train/waymo/minFDE6,train/waymo/miss_rate,val/av2/brier_fde,val/av2/minADE6,val/av2/minFDE6,val/av2/miss_rate,val/brier_fde,val/minADE6,val/minFDE6,val/miss_rate,val/nuscenes/brier_fde,val/nuscenes/minADE6,val/nuscenes/minFDE6,val/nuscenes/miss_rate,val/waymo/brier_fde,val/waymo/minADE6,val/waymo/minFDE6,val/waymo/miss_rate
83,671,8.127964973449707,2.9659440517425537,7.2962517738342285,0.7777777910232544,16.632532119750977,5.48278284072876,15.802546501159668,0.800000011920929,4.170587062835693,2.325071096420288,3.3413922786712646,0.5,17.52257537841797,5.736878871917725,16.69271469116211,0.8070175647735596,,,,,,,,,,,,,,,,
84,679,,,,,,,,,,,,,,,,,12.856562614440918,5.123019695281982,12.024578094482422,0.825775682926178,17.341733932495117,6.565279006958008,16.509592056274414,0.8465999960899353,10.552353858947754,4.743302345275879,9.72037124633789,0.7638888955116272,17.866931915283203,6.728393077850342,17.034772872924805,0.8498558402061462
84,679,7.996982097625732,2.755858898162842,7.171018600463867,0.7777777910232544,16.824962615966797,5.507023334503174,15.99235725402832,0.8320000171661377,5.559952259063721,2.701822280883789,4.733343124389648,1.0,17.719541549682617,5.773434638977051,16.886306762695312,0.8333333134651184,,,,,,,,,,,,,,,,
85,687,,,,,,,,,,,,,,,,,12.915045738220215,5.194667339324951,12.083149909973145,0.8090692162513733,17.32996940612793,6.5706305503845215,16.497838973999023,0.8474000096321106,10.569721221923828,4.810382843017578,9.737693786621094,0.7638888955116272,17.848167419433594,6.726602077484131,17.016019821166992,0.8522953987121582
85,687,7.802574157714844,2.7123184204101562,6.9720683097839355,0.7777777910232544,16.618030548095703,5.388766288757324,15.786443710327148,0.8159999847412109,3.7078261375427246,2.361670970916748,2.8758559226989746,0.5,17.540485382080078,5.653171539306641,16.708818435668945,0.8245614171028137,,,,,,,,,,,,,,,,
86,695,,,,,,,,,,,,,,,,,12.816118240356445,5.129546642303467,11.984121322631836,0.8090692162513733,17.18466567993164,6.419495105743408,16.35245704650879,0.8543999791145325,10.450045585632324,4.680344581604004,9.617966651916504,0.75,17.698144912719727,6.567133903503418,16.865922927856445,0.8602794408798218
86,695,7.82701301574707,2.6155309677124023,7.001547813415527,0.8888888955116272,16.658735275268555,5.331701755523682,15.826251029968262,0.8479999899864197,6.561924457550049,1.897916316986084,5.725342750549316,1.0,17.533113479614258,5.606377124786377,16.700145721435547,0.8421052694320679,,,,,,,,,,,,,,,,
87,703,,,,,,,,,,,,,,,,,12.784815788269043,5.120238304138184,11.952898979187012,0.8210023641586304,17.184293746948242,6.477910041809082,16.352128982543945,0.8471999764442444,10.55129337310791,4.7497358322143555,9.719298362731934,0.7777777910232544,17.69902992248535,6.6316657066345215,16.86684799194336,0.8507429361343384
87,703,7.930850505828857,3.0203633308410645,7.098761558532715,0.7777777910232544,16.527183532714844,5.390622615814209,15.695311546325684,0.8320000171661377,5.3405046463012695,2.1594676971435547,4.509195327758789,1.0,17.402099609375,5.634435176849365,16.570234298706055,0.8333333134651184,,,,,,,,,,,,,,,,
88,711,,,,,,,,,,,,,,,,,12.732927322387695,5.097878932952881,11.9010009765625,0.8329355716705322,17.2372989654541,6.537962913513184,16.405168533325195,0.8447999954223633,10.476758003234863,4.7228569984436035,9.644796371459961,0.7361111044883728,17.763816833496094,6.700765609741211,16.931678771972656,0.8476380705833435
88,711,8.326164245605469,2.7222697734832764,7.501086711883545,0.8888888955116272,16.53238296508789,5.341981410980225,15.700851440429688,0.8479999899864197,5.345412731170654,2.1393165588378906,4.520124912261963,1.0,17.37650489807129,5.6049885749816895,16.544353485107422,0.8421052694320679,,,,,,,,,,,,,,,,
89,719,,,,,,,,,,,,,,,,,12.757970809936523,5.151908874511719,11.926055908203125,0.8162291049957275,17.149629592895508,6.5467305183410645,16.31748390197754,0.8456000089645386,10.435675621032715,4.766147613525391,9.6036958694458,0.7361111044883728,17.664941787719727,6.704776287078857,16.832763671875,0.8500776290893555
89,719,7.940783977508545,2.7242376804351807,7.104921340942383,0.8888888955116272,16.587928771972656,5.312215805053711,15.7562837600708,0.8640000224113464,5.17280912399292,2.171478748321533,4.3491692543029785,1.0,17.470863342285156,5.571630477905273,16.639413833618164,0.859649121761322,,,,,,,,,,,,,,,,
90,727,,,,,,,,,,,,,,,,,12.658618927001953,5.1241583824157715,11.826582908630371,0.8281623125076294,17.220232009887695,6.440825462341309,16.38807487487793,0.8574000000953674,10.443859100341797,4.668487071990967,9.611815452575684,0.7638888955116272,17.752317428588867,6.591475486755371,16.92015838623047,0.8616101145744324
90,727,7.1739373207092285,2.4881482124328613,6.342498779296875,0.6666666865348816,16.350175857543945,5.2883076667785645,15.517200469970703,0.7839999794960022,4.129897594451904,2.772749900817871,3.30094051361084,0.5,17.28900718688965,5.5535054206848145,16.455839157104492,0.7982456088066101,,,,,,,,,,,,,,,,
91,735,,,,,,,,,,,,,,,,,12.743793487548828,5.099061012268066,11.911885261535645,0.8233889937400818,17.134632110595703,6.482609272003174,16.3024845123291,0.8503999710083008,10.454898834228516,4.734523773193359,9.622904777526855,0.75,17.649316787719727,6.639093399047852,16.817148208618164,0.8545131683349609
91,735,7.86373233795166,2.707747459411621,7.035729885101318,0.7777777910232544,16.444719314575195,5.292604923248291,15.613187789916992,0.8399999737739563,4.2755866050720215,2.1444404125213623,3.4429447650909424,0.5,17.335657119750977,5.551902770996094,16.503868103027344,0.8508771657943726,,,,,,,,,,,,,,,,
92,743,,,,,,,,,,,,,,,,,12.774126052856445,5.219235420227051,11.942193031311035,0.8114558458328247,17.105865478515625,6.600953102111816,16.27373695373535,0.8432000279426575,10.502643585205078,4.930609226226807,9.670658111572266,0.7361111044883728,17.613840103149414,6.756021499633789,16.78168487548828,0.8478598594665527
92,743,7.288933753967285,2.517131805419922,6.457361698150635,0.7777777910232544,16.32285499572754,5.235754013061523,15.491874694824219,0.8159999847412109,5.0503950119018555,2.6012649536132812,4.222419738769531,1.0,17.23381996154785,5.496601104736328,16.402835845947266,0.8157894611358643,,,,,,,,,,,,,,,,
93,751,,,,,,,,,,,,,,,,,12.490355491638184,5.030439376831055,11.658278465270996,0.8281623125076294,17.015403747558594,6.316195487976074,16.18317985534668,0.8615999817848206,10.3626708984375,4.628035545349121,9.530548095703125,0.7638888955116272,17.542131423950195,6.462632656097412,16.709890365600586,0.8662674427032471
93,751,7.536436080932617,2.943227767944336,6.70207405090332,0.7777777910232544,16.378887176513672,5.398581504821777,15.5470609664917,0.8399999737739563,4.389791488647461,2.9611549377441406,3.5700936317443848,1.0,17.287309646606445,5.635187149047852,16.455472946166992,0.8421052694320679,,,,,,,,,,,,,,,,
94,759,,,,,,,,,,,,,,,,,12.676467895507812,5.0789079666137695,11.844552993774414,0.8305489420890808,17.124601364135742,6.443185329437256,16.292490005493164,0.855400025844574,10.394535064697266,4.692254543304443,9.56265926361084,0.7777777910232544,17.645414352416992,6.5979180335998535,16.813274383544922,0.8589487671852112
94,759,6.95778226852417,2.5260820388793945,6.126802444458008,0.6666666865348816,16.368806838989258,5.223410606384277,15.536149978637695,0.8399999737739563,6.483753204345703,2.207294464111328,5.651825428009033,1.0,17.285205841064453,5.489271640777588,16.452404022216797,0.8508771657943726,,,,,,,,,,,,,,,,
95,767,,,,,,,,,,,,,,,,,12.523637771606445,4.989027500152588,11.691621780395508,0.818615734577179,16.9183349609375,6.406402111053467,16.086130142211914,0.8479999899864197,10.342849731445312,4.681990146636963,9.510735511779785,0.7777777910232544,17.431716918945312,6.565646171569824,16.599485397338867,0.8518518805503845
95,767,7.048996925354004,2.654393196105957,6.216981887817383,0.6666666865348816,16.18414306640625,5.163966655731201,15.353055000305176,0.800000011920929,4.635217666625977,2.166907787322998,3.798642635345459,1.0,17.10795021057129,5.414670944213867,16.27703094482422,0.8070175647735596,,,,,,,,,,,,,,,,
96,775,,,,,,,,,,,,,,,,,12.586382865905762,5.024277687072754,11.754416465759277,0.8138424754142761,17.022724151611328,6.383124351501465,16.190570831298828,0.8519999980926514,10.361315727233887,4.639896392822266,9.529324531555176,0.7777777910232544,17.54134750366211,6.537231922149658,16.709165573120117,0.8567309975624084
96,775,7.841686725616455,2.506107807159424,7.017708778381348,0.7777777910232544,16.20888900756836,5.215123176574707,15.378440856933594,0.8080000281333923,4.221453666687012,2.549208164215088,3.3920581340789795,0.5,17.079763412475586,5.475763320922852,16.248783111572266,0.8157894611358643,,,,,,,,,,,,,,,,
97,783,,,,,,,,,,,,,,,,,12.581896781921387,5.0203166007995605,11.749991416931152,0.8210023641586304,16.960254669189453,6.395684719085693,16.128122329711914,0.8518000245094299,10.389703750610352,4.651202201843262,9.557735443115234,0.7638888955116272,17.472030639648438,6.551348686218262,16.639881134033203,0.8560656309127808
97,783,7.768420696258545,2.600555658340454,6.937790870666504,0.7777777910232544,16.211828231811523,5.139384746551514,15.381750106811523,0.8240000009536743,4.555532932281494,1.97599196434021,3.73122239112854,1.0,17.082908630371094,5.395317554473877,16.25277328491211,0.8245614171028137,,,,,,,,,,,,,,,,
98,791,,,,,,,,,,,,,,,,,12.667160034179688,5.177847862243652,11.835270881652832,0.825775682926178,16.932043075561523,6.45940637588501,16.099916458129883,0.8485999703407288,10.492593765258789,4.822614669799805,9.660614013671875,0.7916666865348816,17.431190490722656,6.604632377624512,16.599031448364258,0.8516300916671753
98,791,6.941039085388184,2.7125043869018555,6.1066412925720215,0.6666666865348816,16.068138122558594,5.094496250152588,15.235998153686523,0.8080000281333923,4.779495716094971,2.3741650581359863,3.953317403793335,1.0,16.986745834350586,5.330273151397705,16.154678344726562,0.8157894611358643,,,,,,,,,,,,,,,,
99,799,,,,,,,,,,,,,,,,,12.643589973449707,5.050962924957275,11.811666488647461,0.8114558458328247,16.96735382080078,6.349046230316162,16.13518524169922,0.8525999784469604,10.491433143615723,4.6875834465026855,9.659462928771973,0.7916666865348816,17.47254180908203,6.496200084686279,16.640356063842773,0.8573963046073914
99,799,7.57018518447876,2.7679643630981445,6.735818386077881,0.8888888955116272,16.036325454711914,5.094862937927246,15.203173637390137,0.8399999737739563,5.082413673400879,2.1334176063537598,4.260315895080566,1.0,16.89687728881836,5.330521106719971,16.063631057739258,0.8333333134651184,,,,,,,,,,,,,,,,
